POLARITY		CONCEPT
negative		bang_gac
positive		bang_ghe
positive		bang_ghe_du_bi
positive		bang_ghe_du_phong
positive		bang_ghe_knicks
negative		bang_ghi_chu
negative		bang_gia
negative		bang_ha
positive		bang_hien_vat
positive		bang_hieu
positive		bang_hoa_giai
positive		bang_krait
negative		bang_lon
positive		bang_mau
negative		bang_mong
positive		bang_ngon_ngu
positive		bang_nhau
negative		bang_no_mang_thai
negative		bang_no_ngoai_pham
negative		bang_nuoc
positive		bang_ouija
positive		bang_phan
positive		bang_phang
positive		bang_phu
negative		bang_qua
positive		bang_qua_duong
negative		bang_qua_duong_voi
positive		bang_qua_vuot_qua
negative		bang_quang_than_kinh
negative		bang_rang_boc_da
positive		bang_rasa
positive		bang_rocker
positive		bang_sang_che
positive		bang_sau
positive		bang_skim
positive		bang_ten
positive		bang_thac_si
positive		bang_that_no
negative		bang_the_gioi
positive		bang_tien_si_juris
positive		bang_tinh
negative		bang_up
negative		bang_ve_sinh
negative		banged
negative		banger
positive		banh_bong
positive		banh_ca
positive		banh_da
positive		banh_hanh_nhan
positive		banh_hoi_thoi
positive		banh_kandela
positive		banh_mi_breisk
negative		banh_mi_cung
negative		banh_mi_kep_thit_khong_co_gi
negative		banh_mi_lua_mach_den
positive		banh_mi_moc
positive		banh_mi_moi
positive		banh_mi_nong
negative		banh_mi_nuong_caferize
negative		banh_mi_nuong_cauterise
negative		banh_mi_tho
negative		banh_my
positive		banh_nen
positive		banh_ngot
negative		banh_nong
positive		banh_nuong
positive		banh_on_dinh
positive		banh_quay_ruddy
negative		banh_que
negative		banh_quy_cay_banh_quy
negative		banh_quy_nuoc
negative		banh_rang
negative		banh_rang_thap
negative		banh_rang_trong_may
negative		banh_rau_cu_chien
positive		banh_sap_sang
positive		banh_su_kem_thap
positive		banh_taper
positive		banh_thit_lon
positive		banh_tui
positive		banh_xe_banh_rang
negative		banh_xe_handcart
positive		banh_xe_lan
negative		banh_xe_mien_phi
positive		banh_xe_rong_roc
positive		banh_xe_tai
positive		banh_xich
positive		banjo
positive		banjoist
positive		banjuke
positive		bankroll
negative		bankuric
negative		banlic
negative		bannam
negative		bantam_weight
positive		bantha
negative		bao
positive		bao_bang
negative		bao_buc_xa_mat_troi
negative		bao_buon
positive		bao_cao
positive		bao_cao_cho_nguoi_tieu_dung
positive		bao_cao_scouting
positive		bao_cao_su
negative		bao_cat
negative		bao_chi_phi
positive		bao_dam
positive		bao_dao_peachtree
negative		bao_dong_do
negative		bao_dong_lon
negative		bao_du_doi
positive		bao_du_lieu_nang_luong_mat_troi
positive		bao_gia_chinh_xac
negative		bao_gia_crunch
positive		bao_gia_matrilineal
positive		bao_gia_matrilinear
positive		bao_gia_ngan_gon
positive		bao_gia_nguyen_van
positive		bao_gia_pablo_martinez
positive		bao_gia_patrilineal
positive		bao_gom
positive		bao_gom_ass
positive		bao_gom_can_ho
positive		bao_gom_chu_yeu
positive		bao_gom_faveolate
positive		bao_gom_tinh_tao
negative		bao_ham
positive		bao_hanh
negative		bao_hanh_cho
negative		bao_hearst
negative		bao_hiem
positive		bao_hiem_loi_nhuan
positive		bao_hiem_y_te
negative		bao_hoan_hao
negative		bao_kich
positive		bao_kiem
positive		bao_la
positive		bao_lanh
negative		bao_lanh_cuoi_cung
negative		bao_loan
negative		bao_luc_gia_dinh
positive		bao_mat_troi
positive		bao_mua_da
negative		bao_nhiet_doi
negative		bao_patrician
negative		bao_phu
positive		bao_quan_motley
negative		bao_quanh
negative		bao_tai_nuoc_ngam
negative		bao_tan_cong
positive		bao_tang
positive		bao_tang_brauer
negative		bao_tap
negative		bao_thu
negative		bao_thuc
positive		bao_ton
positive		bao_ton_dien
positive		bao_tri
negative		bao_truoc
negative		bao_tu
positive		bao_tu_monolete
positive		bao_tuyet
positive		bao_vay
negative		bao_vay_ban_quyen
negative		bao_vay_quan_doi
negative		bao_vay_vu_luc
positive		bao_ve
negative		bao_ve_an_toan
negative		bao_ve_catot
positive		bao_ve_che_cho
negative		bao_ve_chuc_sac
negative		bao_ve_gia_dinh
negative		bao_ve_harviie
positive		bao_ve_sau_khi_sinh
positive		bao_ve_vu_trang
positive		baosteel
negative		bap_benh
positive		bap_chan_moi
positive		bap_ppetgoid
positive		bap_rang_bo
positive		bap_tay_curl
negative		baptistery
positive		bararnx
positive		barb_shut
negative		barbate
negative		barbed
negative		barbegal
positive		barbell
negative		barbellate
positive		barbelo
positive		barbeque
negative		barbiturat
positive		barcalounger
positive		barcarolle
negative		barchan
positive		bardic
negative		bareknuckle
negative		barf
negative		bark
positive		barmbrack
positive		barnacle
negative		barnage
positive		barndoor
positive		baroda
positive		barperperty
positive		barrack
positive		barrage
negative		barraged
negative		barramundi
positive		barrelead
positive		barrg
positive		barricade
positive		barricado
negative		barstool
positive		bartsian
positive		barusan
positive		baryngomalacia
positive		baryon
negative		baryonyx
positive		baryte
negative		basaloid
positive		baseborn
positive		basephenoid
positive		baseplate
negative		baserunner
negative		bash
positive		bash_vo
positive		bashan
negative		basidiomycete
negative		basilisk
negative		basset_hound
positive		bassinet
positive		bassmaster
positive		bassoon
negative		bastinado
positive		bastion
positive		bastogne
negative		bat
negative		bat_anh_ta_lai
positive		bat_bai
positive		bat_bien
negative		bat_bite
positive		bat_bong
positive		bat_buoc
negative		bat_chap
positive		bat_chap_so_le
negative		bat_cheo
negative		bat_chinh
negative		bat_chuoc
positive		bat_chuoc_chinh_xac
negative		bat_chuoc_vao
negative		bat_coc
positive		bat_con_moi
negative		bat_cong
negative		bat_cu_dieu_gi
negative		bat_cu_thu_gi
negative		bat_cua
negative		bat_dac_di
negative		bat_dang_huong
negative		bat_dau
positive		bat_dau_bat_dau
positive		bat_dau_mo
positive		bat_dau_moi
positive		bat_dau_ngoai_khoa
negative		bat_dau_ngui
positive		bat_den_xanh
negative		bat_dong
negative		bat_dong_chinh_kien
negative		bat_dong_chinh_kien_cua_dovish
negative		bat_dong_chinh_kien_irenic
positive		bat_dong_san
negative		bat_dong_y_kien
positive		bat_gap
negative		bat_giam
negative		bat_giu
negative		bat_giu_toa_an
negative		bat_guano
negative		bat_hoa
positive		bat_hound
negative		bat_kha_thich
positive		bat_kha_tri
positive		bat_kha_xam_pham
negative		bat_kip
negative		bat_ky
negative		bat_lai
negative		bat_lich_su
negative		bat_loi
negative		bat_luc
negative		bat_luc_ve_tam_ly
negative		bat_luong
negative		bat_man
positive		bat_mat
negative		bat_nat_crested_grebe
positive		bat_nat_danh_gia_cao
positive		bat_nat_may_man
negative		bat_nat_nghiep_du
positive		bat_nat_vui_ve
positive		bat_ngo
positive		bat_ngo_de_chiu
negative		bat_ngo_kho_chiu
negative		bat_ngo_tieu_cuc
negative		bat_ngo_tuyet_voi
negative		bat_ngo_xau
negative		bat_nguon_tu
negative		bat_ra
positive		bat_tay
positive		bat_tay_blest
negative		bat_tay_do
positive		bat_tay_nao
negative		bat_tay_nhanh_chong
positive		bat_tay_nong
negative		bat_thuong
negative		bat_tien
negative		bat_vit
positive		bat_xe_buyt
positive		bat_xuong
negative		batboy
negative		batcave
positive		bateleur
negative		bathsheba
negative		batmobile
negative		batng_bao_gio
negative		batrachomyomach
positive		batsman
negative		battalion
positive		batten
positive		batten_benh
negative		batting
positive		battle_cry
positive		battler
positive		batus_philenor
positive		bau_cu
negative		bau_cu_nhan_hinh
positive		bau_dat
positive		bau_troi
negative		bau_troi_starlit
negative		bau_troi_xam_xit
positive		baudoyer
negative		baulk
negative		baumann
positive		baumkuchen
positive		bauxite
negative		bawdy
negative		bay
negative		bay_booby
positive		bay_cao
negative		bay_cat
positive		bay_chuot
positive		bay_den_mat_trang
positive		bay_den_sao_hoa
negative		bay_gaping
negative		bay_gia_tri
negative		bay_gio_cung_vay
positive		bay_gio_handicap
negative		bay_hoi
positive		bay_len
positive		bay_luon
negative		bay_mat_ong
negative		bay_mot_minh
negative		bay_ra_ngoai_cua_so
positive		bay_tang_troi
negative		bay_tay_cam
positive		bay_thong_qua
negative		bay_tren_tuong
negative		bay_trong_tuong
positive		bay_xinh_xan
positive		bayish
positive		bayley_tinh_than
negative		baynham
positive		bazooka
positive		bbw
positive		bday
negative		bdelygmia
negative		be
positive		be_boi_loi
negative		be_cong
positive		be_do
positive		be_gia
positive		be_ha_canh
negative		be_khoa_ma
positive		be_kich
negative		be_lai_the_gioi
positive		be_loc
negative		be_mat_ao_khoac
negative		be_mat_bang
negative		be_mat_bay
positive		be_mat_bitum
negative		be_mat_cong_kenh
negative		be_mat_coplanar
positive		be_mat_cung
negative		be_mat_dieu_khien_nong
negative		be_mat_hulky
negative		be_mat_lon
negative		be_mat_mac_tinh
negative		be_mat_macro
negative		be_mat_mang_thai
negative		be_mat_moi
negative		be_mat_nen
negative		be_mat_ngoai_co
negative		be_mat_nguong
negative		be_mat_niem_mac
negative		be_mat_nong
negative		be_mat_orotund
negative		be_mat_palmar
negative		be_mat_plantar
positive		be_mat_sao_hoa
positive		be_mat_son_bi_loi
positive		be_mat_tac_nghen
positive		be_mat_thallus
negative		be_mat_thi_giac
negative		be_mat_thuc_vat
negative		be_mat_tot
positive		be_mat_via_he
positive		be_mat_wafer
positive		be_moi
negative		be_nat_ra
positive		be_nuoi_ca
positive		be_sinh
positive		be_suc
negative		be_tac
positive		be_tong
positive		be_tong_bitum
positive		be_tong_cuoi_cung
positive		be_trang
negative		beabercomber
positive		beady
positive		beafront
positive		beam_danh_bong
positive		beam_nhanh
negative		beamline
positive		beano
positive		beanstalk
positive		beardown
negative		bearish
positive		bearo
negative		beastie
negative		beastmaster
positive		beastylin
negative		beat_up
negative		beatbox
negative		beatdown
positive		beatles
positive		beatnik
positive		beattie
negative		beauble
negative		beaufighter
positive		beaugort
positive		becca
positive		beccadelli
negative		beckettian
negative		beclomethasone
positive		becorastain
negative		bedamn
positive		bedazzle
positive		bedcover
negative		bedeck
positive		bedevil
negative		bedfast
positive		bedform
negative		bedlam
negative		bedlamite
negative		bedraggled
negative		bedrid
negative		bedstead
negative		bedwetter
positive		beefier
positive		beefup
negative		beehive
negative		beelzebub
negative		befel
negative		befit
positive		befitl
negative		befool
negative		befoul
negative		befuddle
negative		befuster
negative		begguiler
positive		begone
negative		begrime
positive		begrow
positive		beiyang
positive		bejewel
negative		belabor
negative		beldam
negative		belie
positive		belladonna
positive		bellamy
positive		bellboy
positive		belldozer
positive		belleggarde
negative		bellfound
positive		bellhop
positive		bellthorpe
positive		bellwether
negative		belly_up
negative		bellyache
positive		belmez
negative		belphegor
negative		bemoan
negative		bemuse
negative		ben
positive		ben_bo_bien
positive		ben_cam_doan
negative		ben_cang
negative		ben_canh
positive		ben_canh_ve_phia
positive		ben_chat
positive		ben_chenh_lech
negative		ben_cho_thue
negative		ben_dava
negative		ben_duoi_khinh_miet
negative		ben_duoi_palpi
positive		ben_hong
negative		ben_jade
negative		ben_kia
positive		ben_nappy
negative		ben_ngoai
positive		ben_ngoai_thung
negative		ben_nhan
negative		ben_nuoc_uot
positive		ben_pha_korn
positive		ben_re
positive		ben_tau
negative		ben_tau_chat_che
negative		ben_tau_marshy
negative		ben_tau_squiffy
positive		ben_thu_ba
negative		ben_trong
positive		ben_va_cham
positive		ben_vung
positive		benaiah
negative		benandanti
negative		bender
positive		bendid
positive		bendy
positive		benedict
positive		benedictine
positive		benedum
positive		beng
positive		benh_am_dao
positive		benh_an_ngon
positive		benh_an_uong
negative		benh_bach_cau
negative		benh_bach_cau_myeloid
negative		benh_bai_liet
negative		benh_bai_tiet
positive		benh_bam_sinh
negative		benh_bao_cao
negative		benh_beo_phi_do_cua_da
negative		benh_bi_mat
negative		benh_bluetongue
negative		benh_bom
negative		benh_cam_xuc
negative		benh_cang_thang_sau_chan_thuong
negative		benh_cao
negative		benh_chen
negative		benh_chu_ky_ure
negative		benh_chuyen_doi
negative		benh_co_bap
negative		benh_co_tim
negative		benh_crohn
negative		benh_cua
negative		benh_cum
positive		benh_da_he_thong
negative		benh_da_lieu
negative		benh_dai
negative		benh_dau_mua
negative		benh_dau_rang
negative		benh_day_mau_sac_gay_nghien
negative		benh_di_ung
negative		benh_dich
negative		benh_dich_hach
negative		benh_dich_hach_node
negative		benh_dich_hach_tuyen
negative		benh_dich_phi_bao_dong
negative		benh_dich_pneumonic
negative		benh_dich_zombie
negative		benh_dieback
negative		benh_do_dong_vat_truyen_sang_nguoi
negative		benh_do_virus
negative		benh_dong_doi
positive		benh_duong_nuoc
negative		benh_dysthymic
positive		benh_exteroception
positive		benh_gallstone
negative		benh_gan
negative		benh_gan_roi_loan
negative		benh_giun_guinea
negative		benh_gout
negative		benh_hashimoto
negative		benh_hebephrenic
negative		benh_hib
positive		benh_hirschsprung
positive		benh_ho_hap
negative		benh_hoa_lieu
positive		benh_hoang_da
negative		benh_hung_cam
positive		benh_jakob
negative		benh_kho
negative		benh_la
negative		benh_lien_quan_den_giac_ngu
negative		benh_lo_au
negative		benh_loet_ta_trang
negative		benh_luong_cuc
positive		benh_luu_tru_lysosomal
negative		benh_ly
negative		benh_lyme
negative		benh_mau
negative		benh_mien_dich
positive		benh_nao_mo_cau
negative		benh_ngu
negative		benh_nhan
positive		benh_nhan_cach
positive		benh_nhan_cach_may_tron
positive		benh_nhan_cho_doi
positive		benh_nhan_noi_tru_nhap_vien
negative		benh_nhan_sua_dong
negative		benh_nhan_that_lac
negative		benh_nhay
negative		benh_nut
negative		benh_ollier
negative		benh_op_ep
negative		benh_paraphilic
negative		benh_parkinson_vo_can
positive		benh_patrimonial
positive		benh_peyronie
negative		benh_pham_tran
negative		benh_phan_loai
negative		benh_phe_cau_khuan_o_nhiem
negative		benh_pho
positive		benh_pott
positive		benh_prion
negative		benh_rakehell
negative		benh_rip
positive		benh_sandhoff
positive		benh_sorosilicate
negative		benh_sot_ret
positive		benh_spielmeyer_vogt
negative		benh_suc_khoe
negative		benh_swine_sac
negative		benh_tai_nha
negative		benh_tam_than
